311
2
Arcs	Cost	Risk_C1	Risk_C2
49	275	0.164285	18261	14609.48
50	195	1.57398	1906	1525.44
50	196	3.14795	953	762.72
51	61	0.599401	5005	4004.28
51	68	0.130702	22953	18362.48
52	53	0.0832455	36038	28830.82
52	71	0.12714	23596	18877.32
53	52	0.0832455	36038	28830.82
53	54	0.60036	4997	3997.62
53	62	0.155007	19354	15483.22
53	285	0.262077	11447	9158.18
54	53	0.60036	4997	3997.62
54	55	0.213038	14082	11266.02
54	233	0.182437	16444	13155.80
54	277	0.0943426	31799	25439.40
55	54	0.213038	14082	11266.02
55	56	0.155755	19261	15409.01
55	277	0.171086	17535	14028.01
55	281	0.165098	18171	14536.80
56	49	0.091469	32798	26238.92
56	55	0.155755	19261	15409.01
56	57	0.347584	8631	6904.98
56	275	0.0968335	30981	24785.24
56	279	0.0825491	36342	29073.60
56	281	0.0943426	31799	25439.40
56	282	0.0971188	30890	24712.56
57	56	0.347584	8631	6904.98
57	58	0.227739	13173	10539.18
57	279	0.103189	29073	23258.88
58	57	0.227739	13173	10539.18
58	59	0.0743697	40339	32271.70
58	309	0.0927529	32344	25875.50
59	58	0.0743697	40339	32271.70
59	309	0.0512733	58510	46808.50
60	61	0.199787	15016	12012.84
60	196	1.85185	1620	1296.62
61	51	0.599401	5005	4004.28
61	60	0.199787	15016	12012.84
61	62	0.065624	45715	36572.42
62	53	0.155007	19354	15483.22
62	61	0.065624	45715	36572.42
62	63	0.22477	13347	10678.08
62	231	0.699301	4290	3432.24
63	62	0.22477	13347	10678.08
63	64	0.147929	20280	16224.68
63	86	0.0485594	61780	49424.26
64	63	0.147929	20280	16224.68
64	65	0.183599	16340	13072.11
64	278	0.692681	4331	3465.36
65	49	0.0467428	64181	51345.08
65	64	0.183599	16340	13072.11
65	66	0.150928	19877	15902.15
65	265	0.692681	4331	3465.36
66	65	0.150928	19877	15902.15
66	67	0.0633781	47335	37868.68
66	263	1.38568	2165	1732.68
67	66	0.0633781	47335	37868.68
67	308	0.692681	4331	3465.36
68	51	0.130702	22953	18362.48
68	194	0.399574	7508	6006.42
69	70	0.263875	11369	9095.44
69	194	0.168501	17804	14243.80
69	197	0.537924	5577	4461.91
70	69	0.263875	11369	9095.44
70	252	0.0466171	64354	51483.60
71	52	0.12714	23596	18877.32
71	252	0.0932343	32177	25741.80
72	73	0.411353	7293	5834.81
72	85	0.953592	3146	2516.98
72	197	0.368053	8151	6521.26
73	72	0.411353	7293	5834.81
73	234	0.0568505	52770	42216.55
74	75	0.174815	17161	13728.96
74	234	0.134475	22309	17847.65
75	74	0.174815	17161	13728.96
75	76	0.116546	25741	20593.44
75	87	0.145681	20593	16474.75
76	75	0.116546	25741	20593.44
76	77	0.0852757	35180	28144.37
76	237	0.116546	25741	20593.44
77	76	0.0852757	35180	28144.37
77	78	0.0852757	35180	28144.37
77	236	0.0418714	71648	57318.41
78	77	0.0852757	35180	28144.37
78	79	0.2331	12870	10296.72
79	78	0.2331	12870	10296.72
79	80	0.0592593	50625	40500.43
79	89	0.699301	4290	3432.24
79	238	0.0852757	35180	28144.37
80	79	0.0592593	50625	40500.43
80	81	0.139854	21451	17161.20
80	239	0.0377977	79370	63496.44
81	80	0.139854	21451	17161.20
81	82	0.0971188	30890	24712.13
82	81	0.0971188	30890	24712.13
82	83	0.0431642	69502	55602.29
82	90	0.259	11583	9267.05
83	82	0.0431642	69502	55602.29
83	84	0.021716	138147	110518.13
83	91	0.699301	4290	3432.24
84	83	0.021716	138147	110518.13
84	93	0.174815	17161	13728.96
84	290	0.0205615	145904	116723.38
84	295	0.011953	250982	200786.04
85	72	0.953592	3146	2516.98
85	96	1.21065	2478	1983.07
86	63	0.0485594	61780	49424.26
86	87	0.449573	6673	5339.04
86	126	0.116546	25741	20593.44
87	75	0.145681	20593	16474.75
87	86	0.449573	6673	5339.04
87	88	0.0755496	39709	31767.29
87	97	0.221992	13514	10811.56
87	200	0.27972	10725	8580.60
88	87	0.0755496	39709	31767.29
88	89	0.0998934	30032	24025.68
88	237	0.699301	4290	3432.24
89	79	0.699301	4290	3432.24
89	88	0.0998934	30032	24025.68
89	90	0.0513743	58395	46716.60
89	277	0.162663	18443	14754.85
90	82	0.259	11583	9267.05
90	89	0.0513743	58395	46716.60
90	91	0.0864479	34703	27763.01
90	280	0.254001	11811	9448.92
91	83	0.699301	4290	3432.24
91	90	0.0864479	34703	27763.01
91	92	0.0802719	37373	29898.62
92	91	0.0802719	37373	29898.62
92	93	0.0587613	51054	40843.66
92	94	1.41576	2119	1695.96
93	84	0.174815	17161	13728.96
93	92	0.0587613	51054	40843.66
94	92	1.41576	2119	1695.96
94	95	0.168473	17807	14246.06
94	276	0.660502	4542	3634.20
95	94	0.168473	17807	14246.06
95	309	1.65107	1817	1453.68
96	85	1.21065	2478	1983.07
96	98	0.850581	3527	2822.06
97	87	0.221992	13514	10811.56
97	99	0.186474	16088	12870.90
98	96	0.850581	3527	2822.06
98	201	3.93701	762	610.18
99	97	0.186474	16088	12870.90
99	100	0.0699252	42903	34322.40
99	199	0.263875	11369	9095.44
100	99	0.0699252	42903	34322.40
100	101	0.0842484	35609	28487.59
101	100	0.0842484	35609	28487.59
101	102	0.120564	24883	19906.99
101	242	0.0852757	35180	28144.37
102	101	0.120564	24883	19906.99
102	103	0.0920076	32606	26085.02
102	112	0.0932343	32177	25741.80
102	241	0.0463084	64783	51826.82
103	102	0.0920076	32606	26085.02
103	104	0.0834794	35937	28749.60
103	240	0.12714	23596	18877.32
104	103	0.0834794	35937	28749.60
104	105	0.0659051	45520	36416.16
104	296	0.0863583	34739	27791.28
105	104	0.0659051	45520	36416.16
105	106	0.119261	25155	20124.72
105	295	0.104351	28749	22999.68
105	296	0.0834794	35937	28749.60
106	105	0.119261	25155	20124.72
106	107	0.20871	14374	11499.84
106	295	0.0695668	43124	34499.52
107	106	0.20871	14374	11499.84
107	115	0.0894428	33541	26832.96
108	122	0.642261	4671	3737.33
108	201	0.310013	9677	7741.61
109	110	0.437063	6864	5491.58
109	198	0.2331	12870	10296.72
109	199	1.5544	1930	1544.51
110	109	0.437063	6864	5491.58
110	111	0.0776961	38612	30890.16
111	110	0.0776961	38612	30890.16
111	112	0.056392	53199	42559.78
111	125	0.34965	8580	6864.48
111	242	0.34965	8580	6864.48
112	102	0.0932343	32177	25741.80
112	111	0.056392	53199	42559.78
112	113	0.0776961	38612	30890.16
112	127	0.699301	4290	3432.24
113	112	0.0776961	38612	30890.16
113	114	0.104351	28749	22999.68
113	128	0.699301	4290	3432.24
113	244	0.0822662	36467	29174.04
113	303	0.0109239	274628	219702.60
114	113	0.104351	28749	22999.68
114	115	0.0556535	53905	43124.40
114	129	0.699301	4290	3432.24
114	296	0.626174	4791	3833.28
115	107	0.0894428	33541	26832.96
115	114	0.0556535	53905	43124.40
115	116	0.053285	56301	45041.04
115	130	0.298151	10062	8049.89
115	290	0.0424472	70676	56540.88
116	115	0.053285	56301	45041.04
116	117	0.192653	15572	12458.16
116	131	1.25261	2395	1916.64
117	116	0.192653	15572	12458.16
117	118	0.13611	22041	17633.09
117	291	0.169224	17728	14183.14
118	117	0.13611	22041	17633.09
118	119	0.329525	9104	7283.23
118	288	0.391338	7666	6133.25
119	118	0.329525	9104	7283.23
119	120	0.0736594	40728	32582.88
119	132	0.626174	4791	3833.28
120	119	0.0736594	40728	32582.88
120	121	0.127779	23478	18783.07
120	133	0.250438	11979	9583.20
120	289	0.0728032	41207	32966.21
121	120	0.127779	23478	18783.07
121	134	0.626174	4791	3833.28
122	108	0.642261	4671	3737.33
122	123	0.264434	11345	9076.37
122	202	2.62238	1144	915.26
123	122	0.264434	11345	9076.37
123	124	0.136221	22023	17618.83
124	123	0.136221	22023	17618.83
124	125	0.183486	16350	13080.65
124	136	0.259	11583	9267.05
124	198	0.34965	8580	6864.48
125	111	0.34965	8580	6864.48
125	124	0.183486	16350	13080.65
125	126	0.199787	15016	12012.84
126	86	0.116546	25741	20593.44
126	125	0.199787	15016	12012.84
126	127	0.157332	19068	15254.40
127	112	0.699301	4290	3432.24
127	126	0.157332	19068	15254.40
127	128	0.262238	11440	9152.64
127	244	0.2331	12870	10296.72
128	113	0.699301	4290	3432.24
128	127	0.262238	11440	9152.64
128	129	0.268336	11180	8944.32
129	114	0.699301	4290	3432.24
129	128	0.268336	11180	8944.32
129	130	0.125219	23958	19166.40
130	115	0.298151	10062	8049.89
130	129	0.125219	23958	19166.40
130	131	0.144488	20763	16610.88
130	294	0.127779	23478	18783.07
131	116	1.25261	2395	1916.64
131	130	0.144488	20763	16610.88
131	132	0.187829	15972	12777.60
131	292	0.56926	5270	4216.61
132	119	0.626174	4791	3833.28
132	131	0.187829	15972	12777.60
132	133	0.249335	12032	9625.79
133	120	0.250438	11979	9583.20
133	132	0.249335	12032	9625.79
133	134	0.313054	9583	7666.56
133	287	0.156527	19166	15333.12
134	121	0.626174	4791	3833.28
134	133	0.313054	9583	7666.56
135	202	0.817439	3670	2936.47
135	203	0.449573	6673	5339.04
136	124	0.259	11583	9267.05
136	243	0.2331	12870	10296.72
137	138	1.4985	2002	1601.71
137	150	1.79856	1668	1334.76
137	203	0.749251	4004	3203.42
138	137	1.4985	2002	1601.71
138	139	0.561903	5339	4271.23
139	138	0.561903	5339	4271.23
139	140	0.112381	26695	21356.16
140	139	0.112381	26695	21356.16
140	141	0.0971188	30890	24712.13
140	245	0.116546	25741	20593.44
140	246	0.174815	17161	13728.96
141	140	0.0971188	30890	24712.13
141	142	0.0971188	30890	24712.13
142	141	0.0971188	30890	24712.13
142	143	0.0329323	91096	72876.96
142	244	0.0475685	63067	50453.93
143	142	0.0329323	91096	72876.96
143	144	0.0373232	80379	64303.20
143	155	0.0248822	120568	96454.80
143	172	0.047647	62963	50370.84
143	307	0.0447882	66982	53586.00
144	143	0.0373232	80379	64303.20
144	145	0.030468	98464	78771.42
144	304	0.0746473	40189	32151.60
144	306	0.0622058	48227	38581.92
145	144	0.030468	98464	78771.42
145	146	0.030468	98464	78771.42
145	304	0.0457024	65642	52514.28
145	305	0.0861326	34830	27864.72
146	145	0.030468	98464	78771.42
146	147	0.0306767	97794	78235.56
146	175	0.0895763	33491	26793.00
146	302	0.0471453	63633	50906.70
147	146	0.0306767	97794	78235.56
147	148	0.0121048	247835	198268.20
147	175	0.0235727	127266	101813.40
147	301	0.0486831	61623	49299.12
147	302	0.0215327	139323	111458.88
148	147	0.0121048	247835	198268.20
148	149	0.0710934	42198	33759.18
148	297	0.0520797	57604	46083.96
149	148	0.0710934	42198	33759.18
149	287	0.0207351	144682	115745.76
150	137	1.79856	1668	1334.76
150	151	0.399574	7508	6006.42
151	150	0.399574	7508	6006.42
151	152	0.29756	10082	8065.76
151	156	0.342036	8771	7017.02
152	151	0.29756	10082	8065.76
152	153	0.215162	13943	11154.78
153	152	0.215162	13943	11154.78
153	154	0.139854	21451	17161.20
154	153	0.139854	21451	17161.20
154	155	0.056392	53199	42559.78
154	157	0.139854	21451	17161.20
154	246	0.184015	16303	13042.51
155	143	0.0248822	120568	96454.80
155	154	0.056392	53199	42559.78
155	170	0.0613535	48897	39117.78
155	246	0.116546	25741	20593.44
156	151	0.342036	8771	7017.02
156	160	0.699301	4290	3432.24
157	154	0.139854	21451	17161.20
157	167	0.699301	4290	3432.24
157	168	0.139854	21451	17161.20
158	167	0.699301	4290	3432.24
158	251	0.27972	10725	8580.60
159	168	0.152014	19735	15788.30
159	249	0.0896486	33464	26771.47
160	156	0.699301	4290	3432.24
160	161	1.4985	2002	1601.71
160	176	1.12402	2669	2135.62
161	160	1.4985	2002	1601.71
161	162	1.12402	2669	2135.62
162	161	1.12402	2669	2135.62
162	163	0.691722	4337	3470.38
163	162	0.691722	4337	3470.38
163	164	0.174571	17185	13748.03
164	163	0.174571	17185	13748.03
164	165	0.32694	9176	7341.18
164	204	0.2331	12870	10296.72
165	164	0.32694	9176	7341.18
165	166	0.199787	15016	12012.84
166	165	0.199787	15016	12012.84
166	167	0.333	9009	7207.70
167	157	0.699301	4290	3432.24
167	158	0.699301	4290	3432.24
167	166	0.333	9009	7207.70
167	168	0.179813	16684	13347.60
168	157	0.139854	21451	17161.20
168	159	0.152014	19735	15788.30
168	167	0.179813	16684	13347.60
168	169	0.137112	21880	17504.76
169	168	0.137112	21880	17504.76
169	170	0.0928793	32300	25840.36
170	155	0.0613535	48897	39117.78
170	169	0.0928793	32300	25840.36
170	171	0.0397135	75541	60433.10
170	248	0.0287103	104492	83594.16
171	170	0.0397135	75541	60433.10
171	172	0.383926	7814	6251.70
171	247	0.0344523	87077	69661.80
172	143	0.047647	62963	50370.84
172	171	0.383926	7814	6251.70
172	173	0.0928793	32300	25840.36
173	172	0.0928793	32300	25840.36
173	174	0.0895763	33491	26793.00
173	247	0.0242098	123917	99134.10
173	304	0.117864	25453	20362.68
174	173	0.0895763	33491	26793.00
174	175	0.0219549	136644	109315.44
174	304	0.179158	16745	13396.50
175	146	0.0895763	33491	26793.00
175	147	0.0235727	127266	101813.40
175	174	0.0219549	136644	109315.44
176	160	1.12402	2669	2135.62
176	178	0.408664	7341	5872.94
177	205	0.691722	4337	3470.38
177	250	0.0466171	64354	51483.60
178	176	0.408664	7341	5872.94
178	182	0.310013	9677	7741.61
179	180	0.580046	5172	4137.76
179	207	0.24975	12012	9610.27
180	179	0.580046	5172	4137.76
180	211	0.513787	5839	4671.66
181	182	0.408664	7341	5872.94
181	189	0.4662	6435	5148.36
182	178	0.310013	9677	7741.61
182	181	0.408664	7341	5872.94
182	183	0.134186	22357	17885.78
183	182	0.134186	22357	17885.78
183	184	0.179813	16684	13347.60
184	183	0.179813	16684	13347.60
184	213	0.817439	3670	2936.47
185	7	0.699301	4290	3432.24
186	9	0.34965	8580	6864.48
186	228	0.0437037	68644	54915.84
187	10	0.699301	4290	3432.24
187	226	0.0317844	94386	75509.28
188	12	0.174815	17161	13728.96
189	181	0.4662	6435	5148.36
189	190	0.411353	7293	5834.81
190	189	0.411353	7293	5834.81
190	193	0.34965	8580	6864.48
191	209	2.24888	1334	1067.81
191	213	1.2848	2335	1868.66
192	208	1.99867	1501	1201.28
192	212	1.5544	1930	1544.51
193	190	0.34965	8580	6864.48
193	220	0.25428	11798	9438.66
194	68	0.399574	7508	6006.42
194	69	0.168501	17804	14243.80
195	38	1.25892	2383	1906.80
195	50	1.57398	1906	1525.44
196	50	3.14795	953	762.72
196	60	1.85185	1620	1296.62
197	69	0.537924	5577	4461.91
197	72	0.368053	8151	6521.26
198	109	0.2331	12870	10296.72
198	124	0.34965	8580	6864.48
199	99	0.263875	11369	9095.44
199	109	1.5544	1930	1544.51
200	87	0.27972	10725	8580.60
201	98	3.93701	762	610.18
201	108	0.310013	9677	7741.61
202	122	2.62238	1144	915.26
202	135	0.817439	3670	2936.47
203	135	0.449573	6673	5339.04
203	137	0.749251	4004	3203.42
204	164	0.2331	12870	10296.72
204	251	0.0822662	36467	29174.04
205	177	0.691722	4337	3470.38
205	206	0.777001	3861	3089.02
206	205	0.777001	3861	3089.02
206	207	0.635728	4719	3775.46
207	179	0.24975	12012	9610.27
207	206	0.635728	4719	3775.46
208	192	1.99867	1501	1201.28
208	209	0.368053	8151	6521.26
209	191	2.24888	1334	1067.81
209	208	0.368053	8151	6521.26
209	210	0.561903	5339	4271.23
210	209	0.561903	5339	4271.23
210	211	0.899281	3336	2669.52
211	180	0.513787	5839	4671.66
211	210	0.899281	3336	2669.52
212	192	1.5544	1930	1544.51
212	214	0.777001	3861	3089.02
213	184	0.817439	3670	2936.47
213	191	1.2848	2335	1868.66
214	212	0.777001	3861	3089.02
214	215	0.777001	3861	3089.02
215	214	0.777001	3861	3089.02
215	216	0.101341	29603	23682.46
216	215	0.101341	29603	23682.46
216	217	0.166491	18019	14415.41
217	216	0.166491	18019	14415.41
217	218	0.411353	7293	5834.81
218	217	0.411353	7293	5834.81
218	219	0.34965	8580	6864.48
219	4	0.147218	20378	16303.14
219	218	0.34965	8580	6864.48
220	0	0.559493	5362	4290.30
220	193	0.25428	11798	9438.66
221	224	0.27972	10725	8580.60
221	256	0.399574	7508	6006.42
222	18	0.137112	21880	17504.42
222	256	0.285415	10511	8408.99
223	17	0.189274	15850	12680.22
223	19	0.366972	8175	6540.32
224	24	0.102831	29174	23339.23
224	221	0.27972	10725	8580.60
224	229	0.0874075	34322	27457.92
225	41	0.368053	8151	6521.26
225	230	0.0728403	41186	32949.50
226	12	0.0317844	94386	75509.28
226	187	0.0317844	94386	75509.28
226	227	0.0317844	94386	75509.28
227	30	0.0629617	47648	38118.96
227	226	0.0317844	94386	75509.28
227	228	0.0813096	36896	29517.26
227	255	0.0998934	30032	24025.68
228	186	0.0437037	68644	54915.84
228	227	0.0813096	36896	29517.26
228	229	0.0592593	50625	40500.43
228	256	0.0764214	39256	31405.00
229	224	0.0874075	34322	27457.92
229	228	0.0592593	50625	40500.43
229	253	0.104366	28745	22996.01
230	225	0.0728403	41186	32949.50
230	231	0.0971188	30890	24712.13
231	45	0.0514156	58348	46678.46
231	62	0.699301	4290	3432.24
231	230	0.0971188	30890	24712.13
231	232	0.129495	23167	18534.10
232	46	0.0366104	81944	65555.78
232	231	0.129495	23167	18534.10
232	254	0.0499467	60064	48051.36
233	54	0.182437	16444	13155.80
233	236	0.131938	22738	18190.87
233	252	0.0437037	68644	54915.84
234	73	0.0568505	52770	42216.55
234	74	0.134475	22309	17847.65
234	235	0.27972	10725	8580.60
234	252	0.116546	25741	20593.44
235	234	0.27972	10725	8580.60
235	236	0.131938	22738	18190.87
236	77	0.0418714	71648	57318.41
236	233	0.131938	22738	18190.87
236	235	0.131938	22738	18190.87
237	76	0.116546	25741	20593.44
237	88	0.699301	4290	3432.24
237	238	0.0822662	36467	29174.04
238	79	0.0852757	35180	28144.37
238	237	0.0822662	36467	29174.04
238	241	0.0608051	49338	39470.76
239	80	0.0377977	79370	63496.44
239	240	0.0416222	72077	57661.63
239	295	0.0406543	73793	59034.53
240	103	0.12714	23596	18877.32
240	239	0.0416222	72077	57661.63
240	241	0.0428994	69931	55945.51
241	102	0.0463084	64783	51826.82
241	238	0.0608051	49338	39470.76
241	240	0.0428994	69931	55945.51
242	101	0.0852757	35180	28144.37
242	111	0.34965	8580	6864.48
243	136	0.2331	12870	10296.72
243	245	0.174815	17161	13728.96
244	113	0.0822662	36467	29174.04
244	127	0.2331	12870	10296.72
244	142	0.0475685	63067	50453.93
244	307	0.0288956	103822	83058.30
245	140	0.116546	25741	20593.44
245	243	0.174815	17161	13728.96
246	140	0.174815	17161	13728.96
246	154	0.184015	16303	13042.51
246	155	0.116546	25741	20593.44
247	171	0.0344523	87077	69661.80
247	173	0.0242098	123917	99134.10
247	248	0.205663	14587	11669.62
248	170	0.0287103	104492	83594.16
248	247	0.205663	14587	11669.62
248	249	0.0499467	60064	48051.36
249	159	0.0896486	33464	26771.47
249	248	0.0499467	60064	48051.36
249	250	0.0635687	47193	37754.64
250	177	0.0466171	64354	51483.60
250	249	0.0635687	47193	37754.64
250	251	0.0971188	30890	24712.13
251	158	0.27972	10725	8580.60
251	204	0.0822662	36467	29174.04
251	250	0.0971188	30890	24712.13
252	70	0.0466171	64354	51483.60
252	71	0.0932343	32177	25741.80
252	233	0.0437037	68644	54915.84
252	234	0.116546	25741	20593.44
253	28	0.112786	26599	21279.89
253	229	0.104366	28745	22996.01
253	255	0.0776961	38612	30890.16
254	232	0.0499467	60064	48051.36
254	285	0.471772	6359	5087.88
255	227	0.0998934	30032	24025.68
255	253	0.0776961	38612	30890.16
256	221	0.399574	7508	6006.42
256	222	0.285415	10511	8408.99
256	228	0.0764214	39256	31405.00
257	16	0.461752	6497	5198.04
257	258	0.0629617	47648	38118.96
257	262	0.0675691	44399	35519.94
257	269	0.0501865	59777	47821.97
258	257	0.0629617	47648	38118.96
258	259	0.147362	20358	16287.19
258	261	0.10185	29455	23564.45
259	36	0.087668	34220	27376.34
259	258	0.147362	20358	16287.19
259	260	0.115429	25990	20792.16
259	269	0.205212	14619	11695.59
260	33	0.082944	36169	28935.76
260	34	0.134481	22308	17846.60
260	259	0.115429	25990	20792.16
260	261	0.0923446	32487	25990.20
261	31	0.0659602	45482	36386.28
261	32	0.0577145	51980	41584.32
261	258	0.10185	29455	23564.45
261	260	0.0923446	32487	25990.20
261	262	0.3463	8663	6930.72
262	15	0.0729022	41151	32920.92
262	257	0.0675691	44399	35519.94
262	261	0.3463	8663	6930.72
263	66	1.38568	2165	1732.68
263	264	0.0923446	32487	25990.20
263	265	0.0696056	43100	34480.33
263	274	0.13192	22741	18193.14
264	32	0.148412	20214	16171.68
264	263	0.0923446	32487	25990.20
264	265	0.0868734	34533	27626.62
264	267	0.0800662	37469	29975.36
264	273	0.142803	21008	16807.00
265	65	0.692681	4331	3465.36
265	263	0.0696056	43100	34480.33
265	264	0.0868734	34533	27626.62
265	266	0.138517	21658	17326.80
266	48	0.3463	8663	6930.72
266	265	0.138517	21658	17326.80
266	267	0.0796073	37685	30148.63
267	32	0.0800662	37469	29975.36
267	264	0.0800662	37469	29975.36
267	266	0.0796073	37685	30148.63
267	268	0.0685714	43750	35000.14
268	30	0.213098	14078	11262.42
268	267	0.0685714	43750	35000.14
269	257	0.0501865	59777	47821.97
269	259	0.205212	14619	11695.59
270	34	0.115429	25990	20792.16
270	35	0.230858	12995	10396.08
270	271	0.251847	11912	9529.74
270	310	0.307819	9746	7797.06
271	270	0.251847	11912	9529.74
271	272	0.0982383	30538	24430.79
271	308	0.0769527	38985	31188.24
272	32	0.109934	27289	21831.77
272	34	0.138517	21658	17326.80
272	271	0.0982383	30538	24430.79
272	273	0.288573	10396	8316.86
273	264	0.142803	21008	16807.00
273	272	0.288573	10396	8316.86
273	274	0.110812	27073	21658.50
274	263	0.13192	22741	18193.14
274	273	0.110812	27073	21658.50
274	308	0.0579565	51763	41411.05
275	49	0.164285	18261	14609.48
275	56	0.0968335	30981	24785.24
275	278	0.122299	24530	19624.68
275	282	0.165098	18171	14536.80
275	283	0.471772	6359	5087.88
276	94	0.660502	4542	3634.20
276	279	0.165098	18171	14536.80
277	54	0.0943426	31799	25439.40
277	55	0.171086	17535	14028.01
277	89	0.162663	18443	14754.85
277	280	0.366928	8176	6541.56
278	48	1.10092	2725	2180.52
278	64	0.692681	4331	3465.36
278	275	0.122299	24530	19624.68
278	283	0.117929	25439	20351.52
278	286	0.178486	16808	13446.54
279	56	0.0825491	36342	29073.60
279	57	0.103189	29073	23258.88
279	276	0.165098	18171	14536.80
279	280	0.183453	16353	13083.12
280	90	0.254001	11811	9448.92
280	277	0.366928	8176	6541.56
280	279	0.183453	16353	13083.12
280	281	0.0825491	36342	29073.60
281	55	0.165098	18171	14536.80
281	56	0.0943426	31799	25439.40
281	280	0.0825491	36342	29073.60
282	56	0.0971188	30890	24712.56
282	275	0.165098	18171	14536.80
282	285	0.275179	10902	8722.08
283	275	0.471772	6359	5087.88
283	278	0.117929	25439	20351.52
283	284	0.379555	7904	6323.51
