311
2
Arcs	Cost	Risk_C1	Risk_C2
75	74	4	0.150988181	0.973986871
75	76	6	0.016114725	0.326191791
75	87	4.8	0.384305066	0.717217419
76	75	6	0.943850804	0.700768839
76	77	8.2	0.553655848	0.814305613
76	237	6	0.269394289	0.475199192
77	76	8.2	0.584416309	0.394089099
77	78	8.2	0.174304411	0.012053024
77	236	16.7	0.786907452	0.691062937
78	77	8.2	0.299940987	0.978739555
78	79	3	0.7781992	0.590696286
79	78	3	0.635146284	0.344869662
79	80	11.8	0.614569495	0.100967963
79	89	1	0.129106177	0.671825133
79	238	8.2	0.55075512	0.317678751
80	79	11.8	0.513079142	0.507172122
80	81	5	0.966821326	0.295202143
80	239	18.5	0.703193853	0.740432281
81	80	5	0.954495097	0.041707477
81	82	7.2	0.851910469	0.615143482
82	81	7.2	0.931132681	0.180112559
82	83	16.2	0.254689388	0.815200334
82	90	2.7	0.032556193	0.990279722
83	82	16.2	0.592947962	0.135955947
83	84	32.2	0.725798043	0.798787125
83	91	1	0.181523449	0.208727411
84	83	32.2	0.050998713	0.4152355
84	93	4	0.917974535	0.899389635
84	290	60.9	0.102804175	0.259433649
84	295	58.5	0.24188346	0.641508814
85	72	1.65	0.796789879	0.00899865
85	96	1.3	0.243771122	0.312554696
86	63	32.4	0.488731147	0.829104869
86	87	2	0.681413831	0.011841775
86	126	13.5	0.541312083	0.110645295
87	75	4.8	0.581591311	0.513068026
87	86	2	0.36716834	0.696558521
87	88	11.9	0.045230683	0.612872455
87	97	3.15	0.573190206	0.493052429
87	200	2.5	0.28490164	0.686703451
88	87	11.9	0.654094969	0.737739361
88	89	9	0.955197699	0.650922934
88	237	1	0.32074028	0.376037482
89	79	1	0.46356185	0.282065935
89	88	9	0.70574825	0.282918968
89	90	17.5	0.00804293	0.982420754
89	277	20.3	0.350963999	0.017097854
90	82	2.7	0.612640724	0.182118233
90	89	17.5	0.016722407	0.437446457
90	91	10.4	0.811500026	0.054881177
90	280	13	0.578122876	0.44219395
91	83	1	0.311258205	0.918003368
91	90	10.4	0.729052695	0.587735506
91	92	11.2	0.727609308	0.334103381
92	91	11.2	0.483431494	0.337804035
92	93	15.3	0.111631207	0.391148414
92	94	3	0.323755257	0.326508895
93	84	4	0.69299875	0.357269755
93	92	15.3	0.57443363	0.109851992
94	92	3	0.269333309	0.789176542
94	95	25.2	0.900745714	0.44868231
94	276	5	0.7921668	0.453146206
95	94	25.2	0.503469409	0.742829052
95	309	2	0.727444612	0.726207578
96	85	1.3	0.418750212	0.727386205
96	98	1.85	0.725516428	0.468919498
97	87	3.15	0.223984118	0.105125684
97	99	3.75	0.54268367	0.602421473
98	96	1.85	0.185394329	0.322708195
98	201	0.4	0.414276824	0.67118676
99	97	3.75	0.18455386	0.302665883
99	100	10	0.938562153	0.058413955
99	199	2.65	0.612630839	0.071544389
100	99	10	0.394988324	0.844978717
100	101	8.3	0.136844895	0.295059123
101	100	8.3	0.365867604	0.087884068
101	102	5.8	0.705023675	0.058118682
101	242	8.2	0.866028493	0.118287817
102	101	5.8	0.751611182	0.259115483
102	103	7.6	0.221890975	0.537094889
102	112	7.5	0.872376323	0.186893853
102	241	15.1	0.466433113	0.739752668
103	102	7.6	0.118561324	0.625804426
103	104	15	0.224056354	0.811517138
103	240	5.5	0.84630117	0.830474755
104	103	15	0.50851997	0.776122004
104	105	19	0.963776172	0.791466194
104	296	14.5	0.219436275	0.874093765
105	104	19	0.465252056	0.897677839
105	106	10.5	0.969705828	0.507616362
105	295	12	0.63514239	0.137648261
105	296	15	0.165425683	0.166188022
106	105	10.5	0.09489986	0.416453221
106	107	6	0.807253697	0.715789882
106	295	18	0.188375165	0.050734397
107	106	6	0.788720849	0.764357242
107	115	14	0.490510656	0.390463951
108	122	1.4	0.107888497	0.653022869
108	201	2.9	0.557152694	0.725667282
109	110	1.6	0.678798231	0.681328525
109	198	3	0.564506408	0.627856325
109	199	0.45	0.380759937	0.138228618
110	109	1.6	0.638857617	0.191640608
110	111	9	0.87794332	0.243515885
111	110	9	0.794224329	0.448067556
111	112	12.4	0.736181017	0.062298137
111	125	2	0.662260152	0.649705403
111	242	2	0.19837106	0.806790961
112	102	7.5	0.4102513	0.496004234
112	111	12.4	0.512935943	0.002199394
112	113	9	0.569245585	0.850317759
112	127	1	0.118926583	0.722050742
113	112	9	0.800605577	0.588160869
113	114	12	0.810165815	0.478046355
113	128	1	0.227572689	0.861974982
113	244	8.5	0.757903648	0.854095556
113	303	41	0.294128807	0.234617728
114	113	12	0.275494334	0.586588446
114	115	22.5	0.687311533	0.656585516
114	129	1	0.818155187	0.027431196
114	296	2	0.604558187	0.160843869
115	107	14	0.260628774	0.908914448
115	114	22.5	0.221969889	0.555132264
115	116	23.5	0.536248761	0.882954964
115	130	4.2	0.202515031	0.792345707
115	290	29.5	0.453813561	0.212609716
116	115	23.5	0.50577384	0.337983642
116	117	6.5	0.638517444	0.578808652
116	131	1	0.8528451	0.401673827
117	116	6.5	0.014155037	0.679774509
117	118	9.2	0.972689772	0.93785791
117	291	7.4	0.860438245	0.021974042
118	117	9.2	0.395041012	0.247745566
118	119	3.8	0.069790769	0.251686944
118	288	3.2	0.024965749	0.529899374
119	118	3.8	0.746438215	0.349232262
119	120	17	0.316917096	0.795057357
119	132	2	0.060501739	0.975635646
120	119	17	0.043216897	0.541009961
120	121	9.8	0.914656777	0.952938692
120	133	5	0.766932871	0.090650501
120	289	17.2	0.261835117	0.580671369
121	120	9.8	0.556514227	0.703036444
121	134	2	0.516031118	0.346709025
122	108	1.4	0.861000832	0.995068375
122	123	3.4	0.908753471	0.994235682
122	202	0.6	0.717988304	0.806237487
123	122	3.4	0.263897279	0.765794417
123	124	6.6	0.471598802	0.030078982
124	123	6.6	0.529599172	0.311053476
124	125	4.9	0.388885673	0.968835793
124	136	2.7	0.6636803	0.801068615
124	198	2	0.301962597	0.005893895
125	111	2	0.025043743	0.503410559
125	124	4.9	0.663043123	0.373228416
125	126	4.5	0.881841499	0.496340765
126	86	13.5	0.748942949	0.435643958
126	125	4.5	0.749337144	0.190519153
126	127	10	0.956573387	0.003493405
127	112	1	0.156241867	0.5631254
127	126	10	0.164054954	0.263312143
127	128	6	0.543249105	0.9965931
127	244	3	0.06384633	0.732938598
128	113	1	0.777491365	0.917345525
128	127	6	0.042202077	0.150429229
128	129	10.5	0.241081769	0.001529917
129	114	1	0.85597646	0.196998403
129	128	10.5	0.368733543	0.323175408
129	130	22.5	0.788621311	0.836507444
130	115	4.2	0.189329213	0.981857282
130	129	22.5	0.26164193	0.27648291
130	131	19.5	0.663429075	0.37492109
130	294	9.8	0.069672133	0.243119467
131	116	1	0.92247717	0.588471215
131	130	19.5	0.958089945	0.47877248
131	132	15	0.161809729	0.456505675
131	292	2.2	0.766456626	0.199140808
132	119	2	0.870452914	0.059011947
132	131	15	0.443051536	0.803922691
132	133	11.3	0.97078721	0.498643312
133	120	5	0.749286456	0.085960869
133	132	11.3	0.288825708	0.666796907
133	134	9	0.853754892	0.237155029
133	287	8	0.800954133	0.149254819
134	121	2	0.851579386	0.915664606
134	133	9	0.133064919	0.636226893
135	202	1.1	0.614403099	0.163060761
135	203	2	0.906853307	0.833768982
136	124	2.7	0.654061436	0.771892643
136	243	3	0.794220672	0.757130143
137	138	0.6	0.616933799	0.419657021
137	150	0.5	0.931679451	0.169755764
137	203	1.2	0.81124005	0.18827047
138	137	0.6	0.261390124	0.95415639
138	139	1.6	0.384910778	0.481217356
139	138	1.6	0.232910376	0.826937225
139	140	8	0.026571487	0.501585705
140	139	8	0.025306577	0.921328574
140	141	7.2	0.141513273	0.383339321
140	245	6	0.092694618	0.248408551
140	246	4	0.58048455	0.204446855
141	140	7.2	0.799686026	0.370111371
141	142	7.2	0.264463652	0.748315417
142	141	7.2	0.93004538	0.181258082
142	143	13.6	0.450375878	0.92561619
142	244	14.7	0.051350497	0.840795345
143	142	13.6	0.442068668	0.591074505
143	144	12	0.873961223	0.309049994
143	155	18	0.653878319	0.947609821
143	172	9.4	0.027698338	0.409383126
143	307	10	0.384035962	0.254801906
144	143	12	0.464109857	0.305781118
144	145	14.7	0.916505364	0.056345222
144	304	6	0.236221085	0.560078994
144	306	7.2	0.719115927	0.25657854
145	144	14.7	0.384451425	0.349131998
145	146	14.7	0.604919921	0.428553388
145	304	9.8	0.709672109	0.61510865
145	305	5.2	0.653572675	0.107923114
146	145	14.7	0.295074478	0.537751763
146	147	14.6	0.477758903	0.566172272
146	175	5	0.26209723	0.501699298
146	302	9.5	0.956795488	0.733633946
147	146	14.6	0.313938708	0.21185922
147	148	37	0.04534801	0.55584156
147	175	19	0.690016424	0.745450889
147	301	9.2	0.644313774	0.839979209
147	302	20.8	0.237942323	0.893897047
148	147	37	0.315586598	0.180561837
148	149	6.3	0.688095678	0.010637743
148	297	8.6	0.08299205	0.75208239
149	148	6.3	0.031255283	0.633694834
149	287	21.6	0.935547283	0.453568424
150	137	0.5	0.942732024	0.481845441
150	151	2.25	0.569343771	0.339087659
151	150	2.25	0.687306524	0.738907556
151	152	2.35	0.691124189	0.672251572
151	156	4.6	0.374166252	0.033896679
152	151	2.35	0.056034803	0.089090556
152	153	3.25	0.635539493	0.089515018
153	152	3.25	0.177232218	0.867755935
153	154	5	0.025619158	0.445688205
154	153	5	0.845014037	0.897906055
154	155	12.4	0.244009473	0.115885723
154	157	5	0.315451022	0.97458192
154	246	3.8	0.463608412	0.511885239
155	143	18	0.390396849	0.396188651
155	154	12.4	0.745505097	0.634197537
155	170	7.3	0.859064197	0.965492314
155	246	6	0.683436365	0.402499877
156	151	4.6	0.006285423	0.62551735
156	160	2.25	0.667582203	0.392503441
157	154	5	0.330850547	0.11625973
157	167	1	0.892924077	0.478583596
157	168	5	0.529163568	0.336593499
158	167	1	0.974940992	0.552972771
158	251	2.5	0.941428611	0.107034668
159	168	4.6	0.911582776	0.643165959
159	249	7.8	0.945384327	0.975854432
160	156	2.25	0.486034901	0.749744263
160	161	0.6	0.496329503	0.616178465
160	176	0.8	0.711290366	0.26490987
161	160	0.6	0.568313366	0.547123516
161	162	0.8	0.214559201	0.744744145
162	161	0.8	0.958060723	0.14583444
162	163	1.3	0.559627265	0.622203443
163	162	1.3	0.096180043	0.841110434
163	164	5.15	0.609576713	0.045614016
164	163	5.15	0.458222163	0.579107279
164	165	2.75	0.663382648	0.219559862
164	204	3	0.12069231	0.744632991
165	164	2.75	0.983443939	0.719265923
165	166	4.5	0.545871211	0.626111052
166	165	4.5	0.519296448	0.767228973
166	167	2.7	0.950838845	0.031418053
167	157	1	0.254100806	0.303194178
167	158	1	0.360363623	0.598094792
167	166	2.7	0.710541455	0.823671579
167	168	5	0.061922903	0.777668458
168	157	5	0.341395531	0.59676872
168	159	4.6	0.951913282	0.80083772
168	167	5	0.598557477	0.115190456
168	169	4.2	0.470855634	0.103768901
169	168	4.2	0.270258761	0.254069525
169	170	6.2	0.251869737	0.205550574
170	155	7.3	0.005846885	0.356300701
170	169	6.2	0.027279094	0.525261629
170	171	14.5	0.466739589	0.271286641
170	248	15.6	0.869422381	0.795932899
171	170	14.5	0.351655211	0.901614873
171	172	1.5	0.985467627	0.760698253
171	247	13	0.262546672	0.220105481
172	143	9.4	0.738036248	0.249810511
172	171	1.5	0.726847278	0.889120402
172	173	6.2	0.782377377	0.133137478
173	172	6.2	0.301402225	0.607249054
173	174	5	0.005340925	0.645557386
173	247	18.5	0.961938583	0.547309084
173	304	3.8	0.609666836	0.197832264
174	173	5	0.695155061	0.472426451
174	175	20.4	0.333900855	0.720983806
174	304	2.5	0.674795659	0.485808545
175	146	5	0.666832844	0.963686241
175	147	19	0.857862566	0.243730378
175	174	20.4	0.745789982	0.197813691
176	160	0.8	0.58477302	0.874864857
176	178	2.2	0.209628365	0.552250531
177	205	1.3	0.42942577	0.733323219
177	250	15	0.743786979	0.236283133
178	176	2.2	0.962676369	0.018292465
178	182	2.9	0.916644463	0.069819969
179	180	1.55	0.165615934	0.815666428
179	207	2.8	0.90951653	0.774826382
180	179	1.55	0.148958319	0.059907197
180	211	1.75	0.673682475	0.988513907
181	182	2.2	0.254952606	0.178535019
181	189	1.5	0.209782317	0.697155371
182	178	2.9	0.803100312	0.330433697
182	181	2.2	0.846313096	0.374954388
182	183	6.7	0.337722286	0.136074142
183	182	6.7	0.723808473	0.856776143
183	184	5	0.981710514	0.546502592
184	183	5	0.791485696	0.143617942
184	213	1.1	0.339165455	0.552297876
185	7	1	0.979036658	0.39656143
186	9	2	0.364658572	0.55587031
186	228	16	0.361471695	0.511871467
187	10	1	0.626947114	0.717336197
187	226	22	0.219694044	0.91243332
188	12	4	0.749248421	0.92330807
189	181	1.5	0.618399488	0.343382648
189	190	1.7	0.731742036	0.542255464
190	189	1.7	0.563578979	0.236713579
190	193	2	0.657443318	0.210797719
191	209	0.4	0.083107724	0.801670496
191	213	0.7	0.753094509	0.863207855
192	208	0.35	0.972066517	0.208290598
192	212	0.45	0.019246764	0.269278676
193	190	2	0.785127552	0.527069304
193	220	2.75	0.650620713	0.464370218
194	68	1.75	0.936020548	0.164194795
194	69	4.15	0.507338312	0.926004866
195	38	1.25	0.144866176	0.649676998
195	50	1	0.503525586	0.841526272
196	50	0.5	0.78607546	0.152240701
196	60	0.85	0.491953911	0.423449295
197	69	1.3	0.165485481	0.7555811
197	72	1.9	0.532714725	0.367044285
198	109	3	0.566989512	0.526754341
198	124	2	0.98757877	0.803273403
199	99	2.65	0.350491052	0.853687629
199	109	0.45	0.59026504	0.700706881
200	87	2.5	0.96352584	0.205678654
201	98	0.4	0.991677341	0.432455199
201	108	2.9	0.272419282	0.80169467
202	122	0.6	0.633395072	0.518468455
202	135	1.1	0.287038949	0.248121094
203	135	2	0.112135029	0.244397272
203	137	1.2	0.611859078	0.862195001
204	164	3	0.100152389	0.567093765
204	251	8.5	0.49893966	0.948342456
205	177	1.3	0.361532212	0.995427586
205	206	0.9	0.783626683	0.193076653
206	205	0.9	0.521358622	0.559663494
206	207	1.1	0.005269582	0.662143332
207	179	2.8	0.865612567	0.390143736
207	206	1.1	0.1359689	0.955752991
208	192	0.35	0.995464306	0.79376528
208	209	1.9	0.19704053	0.051121452
209	191	0.4	0.238701746	0.639809795
209	208	1.9	0.768341136	0.583925383
209	210	1.6	0.318609854	0.153403669
210	209	1.6	0.403866972	0.873165009
210	211	1	0.193006247	0.907764619
211	180	1.75	0.302818251	0.055615784
211	210	1	0.725146027	0.672804666
212	192	0.45	0.011209252	0.032064245
212	214	0.9	0.942528513	0.043312503
213	184	1.1	0.607468522	0.191992289
213	191	0.7	0.012216078	0.448708692
214	212	0.9	0.578578451	0.220159886
214	215	0.9	0.914411596	0.920084403
215	214	0.9	0.003390768	0.638145551
215	216	6.9	0.51010601	0.270101602
216	215	6.9	0.67297423	0.508771904
216	217	4.2	0.865214522	0.652683875
217	216	4.2	0.646782879	0.318305239
217	218	1.7	0.694386787	0.918611041
218	217	1.7	0.709798217	0.659081196
218	219	2	0.772905389	0.913955761
219	4	4.75	0.656248871	0.900386656
219	218	2	0.595269623	0.549072427
220	0	1.25	0.194107282	0.990173104
220	193	2.75	0.926583042	0.170217961
221	224	2.5	0.912878023	0.809917497
221	256	1.75	0.813189926	0.193410376
222	18	5.1	0.46796077	0.469502741
222	256	2.45	0.171931859	0.369798936
223	17	4.75	0.058321332	0.51706879
223	19	2.45	0.985513428	0.517513768
224	24	6.8	0.98086234	0.442547361
224	221	2.5	0.817686202	0.585816017
224	229	8	0.237584174	0.859553156
225	41	1.9	0.943415624	0.690917172
225	230	9.6	0.084315027	0.283653062
226	12	22	0.865209219	0.470895258
226	187	22	0.787011848	0.624781402
226	227	22	0.010917289	0.064050955
227	30	22	0.354770849	0.349249976
227	226	22	0.108613033	0.945004946
227	228	8.6	0.301059506	0.875304808
227	255	7	0.443153026	0.925269273
228	186	16	0.017415073	0.762839733
228	227	8.6	0.507833441	0.798272708
228	229	11.8	0.386880681	0.915425344
228	256	9.15	0.889034402	0.845401777
229	224	8	0.03943262	0.486291025
229	228	11.8	0.292562542	0.466895545
229	253	6.7	0.810155922	0.706561331
230	225	9.6	0.769713876	0.672284432
230	231	7.2	0.215023425	0.161767896
231	45	13.6	0.84857032	0.454663615
231	62	1	0.415286598	0.018526359
231	230	7.2	0.903848731	0.324309322
231	232	5.4	0.587130048	0.484618398
232	46	19.1	0.81802791	0.731479558
232	231	5.4	0.24973721	0.037094641
232	254	14	0.779742657	0.822100796
233	54	18.1	0.497056875	0.175466512
233	236	5.3	0.840876101	0.297908578
233	252	16	0.381789073	0.511460623
234	73	12.3	0.034519847	0.196955375
234	74	5.2	0.118127174	0.554812318
234	235	2.5	0.437398955	0.679463544
234	252	6	0.939929251	0.179912751
235	234	2.5	0.323218753	0.198737627
235	236	5.3	0.761508164	0.316850348
236	77	16.7	0.764120493	0.50835999
236	233	5.3	0.511248246	0.477401789
236	235	5.3	0.640656417	0.122451212
237	76	6	0.15469648	0.081921813
237	88	1	0.013967082	0.062287077
237	238	8.5	0.169331173	0.049703045
238	79	8.2	0.319592378	0.912014292
238	237	8.5	0.37682334	0.442908142
238	241	11.5	0.337048455	0.372582161
239	80	18.5	0.318467698	0.837015542
239	240	16.8	0.249419178	0.707492965
239	295	17.2	0.714390382	0.311961767
240	103	5.5	0.964142291	0.830753909
240	239	16.8	0.013998248	0.71121107
240	241	16.3	0.509390723	0.993994046
241	102	15.1	0.861514137	0.185192413
241	238	11.5	0.906050512	0.596716984
241	240	16.3	0.230215537	0.069364404
242	101	8.2	0.232306517	0.66786181
242	111	2	0.368968281	0.172945746
243	136	3	0.670257288	0.55981729
243	245	4	0.654093738	0.070093481
244	113	8.5	0.588434767	0.715180309
244	127	3	0.134375275	0.582268615
244	142	14.7	0.507364124	0.086337206
244	307	15.5	0.979703519	0.547384481
245	140	6	0.086951487	0.736784042
245	243	4	0.805155444	0.371742027
246	140	4	0.002104885	0.579099938
246	154	3.8	0.22262124	0.550531269
246	155	6	0.473451276	0.171665698
247	171	13	0.545514027	0.797237467
247	173	18.5	0.395056664	0.740745785
247	248	3.4	0.478200617	0.775964889
248	170	15.6	0.662062478	0.902607795
248	247	3.4	0.101525168	0.051985128
248	249	14	0.146421878	0.243387666
249	159	7.8	0.260998397	0.091179529
249	248	14	0.898828835	0.996627471
249	250	11	0.188274247	0.034870884
250	177	15	0.297025733	0.627069049
250	249	11	0.863066645	0.786953319
250	251	7.2	0.2944377	0.620938913
251	158	2.5	0.819472615	0.544515226
251	204	8.5	0.581391743	0.97721145
251	250	7.2	0.396375492	0.728960135
252	70	15	0.744669671	0.276490535
252	71	7.5	0.073870793	0.153209174
252	233	16	0.259477152	0.520590879
252	234	6	0.838305348	0.086320158
253	28	6.2	0.377975453	0.974674993
253	229	6.7	0.567945715	0.14004972
253	255	9	0.919058182	0.336042555
254	232	14	0.218209611	0.264597462
254	285	7	0.624442215	0.008134257
255	227	7	0.33634986	0.383451066
255	253	9	0.164499758	0.385834708
256	221	1.75	0.145832451	0.046772299
256	222	2.45	0.89402065	0.551243613
256	228	9.15	0.961908931	0.403029092
257	16	3	0.521935509	0.176646247
257	258	22	0.635374945	0.456921667
257	262	20.5	0.794634707	0.31130572
257	269	27.6	0.716949268	0.354238774
258	257	22	0.206314325	0.867072233
258	259	9.4	0.269930693	0.721066178
258	261	13.6	0.754997222	0.486864952
259	36	15.8	0.4423208	0.264461132
259	258	9.4	0.325911209	0.199929976
259	260	12	0.326997754	0.694849384
