311
2
Arcs	Cost	Risk_C1	Risk_C2
149	148	6.3	42198.98	33759.18
149	287	21.6	144682.20	115745.76
150	137	0.5	1668.45	1334.76
150	151	2.25	7508.03	6006.42
151	150	2.25	7508.03	6006.42
151	152	2.35	10082.21	8065.76
151	156	4.6	8771.28	7017.02
152	151	2.35	10082.21	8065.76
152	153	3.25	13943.48	11154.78
153	152	3.25	13943.48	11154.78
153	154	5	21451.50	17161.20
154	153	5	21451.50	17161.20
154	155	12.4	53199.72	42559.78
154	157	5	21451.50	17161.20
154	246	3.8	16303.14	13042.51
155	143	18	120568.50	96454.80
155	154	12.4	53199.72	42559.78
155	170	7.3	48897.23	39117.78
155	246	6	25741.80	20593.44
156	151	4.6	8771.28	7017.02
156	160	2.25	4290.30	3432.24
157	154	5	21451.50	17161.20
157	167	1	4290.30	3432.24
157	168	5	21451.50	17161.20
158	167	1	4290.30	3432.24
158	251	2.5	10725.75	8580.60
159	168	4.6	19735.38	15788.30
159	249	7.8	33464.34	26771.47
160	156	2.25	4290.30	3432.24
160	161	0.6	2002.14	1601.71
160	176	0.8	2669.52	2135.62
161	160	0.6	2002.14	1601.71
161	162	0.8	2669.52	2135.62
162	161	0.8	2669.52	2135.62
162	163	1.3	4337.97	3470.38
163	162	1.3	4337.97	3470.38
163	164	5.15	17185.04	13748.03
164	163	5.15	17185.04	13748.03
164	165	2.75	9176.48	7341.18
164	204	3	12870.90	10296.72
165	164	2.75	9176.48	7341.18
165	166	4.5	15016.05	12012.84
166	165	4.5	15016.05	12012.84
166	167	2.7	9009.63	7207.70
167	157	1	4290.30	3432.24
167	158	1	4290.30	3432.24
167	166	2.7	9009.63	7207.70
167	168	5	16684.50	13347.60
168	157	5	21451.50	17161.20
168	159	4.6	19735.38	15788.30
168	167	5	16684.50	13347.60
168	169	4.2	21880.95	17504.76
169	168	4.2	21880.95	17504.76
169	170	6.2	32300.45	25840.36
170	155	7.3	48897.23	39117.78
170	169	6.2	32300.45	25840.36
170	171	14.5	75541.38	60433.10
170	248	15.6	104492.70	83594.16
171	170	14.5	75541.38	60433.10
171	172	1.5	7814.63	6251.70
171	247	13	87077.25	69661.80
172	143	9.4	62963.55	50370.84
172	171	1.5	7814.63	6251.70
172	173	6.2	32300.45	25840.36
173	172	6.2	32300.45	25840.36
173	174	5	33491.25	26793.00
173	247	18.5	123917.63	99134.10
173	304	3.8	25453.35	20362.68
174	173	5	33491.25	26793.00
174	175	20.4	136644.30	109315.44
174	304	2.5	16745.63	13396.50
175	146	5	33491.25	26793.00
175	147	19	127266.75	101813.40
175	174	20.4	136644.30	109315.44
176	160	0.8	2669.52	2135.62
176	178	2.2	7341.18	5872.94
177	205	1.3	4337.97	3470.38
177	250	15	64354.50	51483.60
178	176	2.2	7341.18	5872.94
178	182	2.9	9677.01	7741.61
179	180	1.55	5172.20	4137.76
179	207	2.8	12012.84	9610.27
180	179	1.55	5172.20	4137.76
180	211	1.75	5839.58	4671.66
181	182	2.2	7341.18	5872.94
181	189	1.5	6435.45	5148.36
182	178	2.9	9677.01	7741.61
182	181	2.2	7341.18	5872.94
182	183	6.7	22357.23	17885.78
183	182	6.7	22357.23	17885.78
183	184	5	16684.50	13347.60
184	183	5	16684.50	13347.60
184	213	1.1	3670.59	2936.47
185	7	1	4290.30	3432.24
186	9	2	8580.60	6864.48
186	228	16	68644.80	54915.84
187	10	1	4290.30	3432.24
187	226	22	94386.60	75509.28
188	12	4	17161.20	13728.96
189	181	1.5	6435.45	5148.36
189	190	1.7	7293.51	5834.81
190	189	1.7	7293.51	5834.81
190	193	2	8580.60	6864.48
191	209	0.4	1334.76	1067.81
191	213	0.7	2335.83	1868.66
192	208	0.35	1501.61	1201.28
192	212	0.45	1930.64	1544.51
193	190	2	8580.60	6864.48
193	220	2.75	11798.33	9438.66
194	68	1.75	7508.03	6006.42
194	69	4.15	17804.75	14243.80
195	38	1.25	2383.50	1906.80
195	50	1	1906.80	1525.44
196	50	0.5	953.40	762.72
196	60	0.85	1620.78	1296.62
197	69	1.3	5577.39	4461.91
197	72	1.9	8151.57	6521.26
198	109	3	12870.90	10296.72
198	124	2	8580.60	6864.48
199	99	2.65	11369.30	9095.44
199	109	0.45	1930.64	1544.51
200	87	2.5	10725.75	8580.60
201	98	0.4	762.72	610.18
201	108	2.9	9677.01	7741.61
202	122	0.6	1144.08	915.26
202	135	1.1	3670.59	2936.47
203	135	2	6673.80	5339.04
203	137	1.2	4004.28	3203.42
204	164	3	12870.90	10296.72
204	251	8.5	36467.55	29174.04
205	177	1.3	4337.97	3470.38
205	206	0.9	3861.27	3089.02
206	205	0.9	3861.27	3089.02
206	207	1.1	4719.33	3775.46
207	179	2.8	12012.84	9610.27
207	206	1.1	4719.33	3775.46
208	192	0.35	1501.61	1201.28
208	209	1.9	8151.57	6521.26
209	191	0.4	1334.76	1067.81
209	208	1.9	8151.57	6521.26
209	210	1.6	5339.04	4271.23
210	209	1.6	5339.04	4271.23
210	211	1	3336.90	2669.52
211	180	1.75	5839.58	4671.66
211	210	1	3336.90	2669.52
212	192	0.45	1930.64	1544.51
212	214	0.9	3861.27	3089.02
213	184	1.1	3670.59	2936.47
213	191	0.7	2335.83	1868.66
214	212	0.9	3861.27	3089.02
214	215	0.9	3861.27	3089.02
215	214	0.9	3861.27	3089.02
215	216	6.9	29603.07	23682.46
216	215	6.9	29603.07	23682.46
216	217	4.2	18019.26	14415.41
217	216	4.2	18019.26	14415.41
217	218	1.7	7293.51	5834.81
218	217	1.7	7293.51	5834.81
218	219	2	8580.60	6864.48
219	4	4.75	20378.93	16303.14
219	218	2	8580.60	6864.48
220	0	1.25	5362.88	4290.30
220	193	2.75	11798.33	9438.66
221	224	2.5	10725.75	8580.60
221	256	1.75	7508.03	6006.42
222	18	5.1	21880.53	17504.42
222	256	2.45	10511.24	8408.99
223	17	4.75	15850.28	12680.22
223	19	2.45	8175.41	6540.32
224	24	6.8	29174.04	23339.23
224	221	2.5	10725.75	8580.60
224	229	8	34322.40	27457.92
225	41	1.9	8151.57	6521.26
225	230	9.6	41186.88	32949.50
226	12	22	94386.60	75509.28
226	187	22	94386.60	75509.28
226	227	22	94386.60	75509.28
227	30	22	47648.70	38118.96
227	226	22	94386.60	75509.28
227	228	8.6	36896.58	29517.26
227	255	7	30032.10	24025.68
228	186	16	68644.80	54915.84
228	227	8.6	36896.58	29517.26
228	229	11.8	50625.54	40500.43
228	256	9.15	39256.25	31405.00
229	224	8	34322.40	27457.92
229	228	11.8	50625.54	40500.43
229	253	6.7	28745.01	22996.01
230	225	9.6	41186.88	32949.50
230	231	7.2	30890.16	24712.13
231	45	13.6	58348.08	46678.46
231	62	1	4290.30	3432.24
231	230	7.2	30890.16	24712.13
231	232	5.4	23167.62	18534.10
232	46	19.1	81944.73	65555.78
232	231	5.4	23167.62	18534.10
232	254	14	60064.20	48051.36
233	54	18.1	16444.76	13155.80
233	236	5.3	22738.59	18190.87
233	252	16	68644.80	54915.84
234	73	12.3	52770.69	42216.55
234	74	5.2	22309.56	17847.65
234	235	2.5	10725.75	8580.60
234	252	6	25741.80	20593.44
235	234	2.5	10725.75	8580.60
235	236	5.3	22738.59	18190.87
236	77	16.7	71648.01	57318.41
236	233	5.3	22738.59	18190.87
236	235	5.3	22738.59	18190.87
237	76	6	25741.80	20593.44
237	88	1	4290.30	3432.24
237	238	8.5	36467.55	29174.04
238	79	8.2	35180.46	28144.37
238	237	8.5	36467.55	29174.04
238	241	11.5	49338.45	39470.76
239	80	18.5	79370.55	63496.44
239	240	16.8	72077.04	57661.63
239	295	17.2	73793.16	59034.53
240	103	5.5	23596.65	18877.32
240	239	16.8	72077.04	57661.63
240	241	16.3	69931.89	55945.51
241	102	15.1	64783.53	51826.82
241	238	11.5	49338.45	39470.76
241	240	16.3	69931.89	55945.51
242	101	8.2	35180.46	28144.37
242	111	2	8580.60	6864.48
243	136	3	12870.90	10296.72
243	245	4	17161.20	13728.96
244	113	8.5	36467.55	29174.04
244	127	3	12870.90	10296.72
244	142	14.7	63067.41	50453.93
244	307	15.5	103822.88	83058.30
245	140	6	25741.80	20593.44
245	243	4	17161.20	13728.96
246	140	4	17161.20	13728.96
246	154	3.8	16303.14	13042.51
246	155	6	25741.80	20593.44
247	171	13	87077.25	69661.80
247	173	18.5	123917.63	99134.10
247	248	3.4	14587.02	11669.62
248	170	15.6	104492.70	83594.16
248	247	3.4	14587.02	11669.62
248	249	14	60064.20	48051.36
249	159	7.8	33464.34	26771.47
249	248	14	60064.20	48051.36
249	250	11	47193.30	37754.64
250	177	15	64354.50	51483.60
250	249	11	47193.30	37754.64
250	251	7.2	30890.16	24712.13
251	158	2.5	10725.75	8580.60
251	204	8.5	36467.55	29174.04
251	250	7.2	30890.16	24712.13
252	70	15	64354.50	51483.60
252	71	7.5	32177.25	25741.80
252	233	16	68644.80	54915.84
252	234	6	25741.80	20593.44
253	28	6.2	26599.86	21279.89
253	229	6.7	28745.01	22996.01
253	255	9	38612.70	30890.16
254	232	14	60064.20	48051.36
254	285	7	6359.85	5087.88
255	227	7	30032.10	24025.68
255	253	9	38612.70	30890.16
256	221	1.75	7508.03	6006.42
256	222	2.45	10511.24	8408.99
256	228	9.15	39256.25	31405.00
257	16	3	6497.55	5198.04
257	258	22	47648.70	38118.96
257	262	20.5	44399.93	35519.94
257	269	27.6	59777.46	47821.97
258	257	22	47648.70	38118.96
258	259	9.4	20358.99	16287.19
258	261	13.6	29455.56	23564.45
259	36	15.8	34220.43	27376.34
259	258	9.4	20358.99	16287.19
259	260	12	25990.20	20792.16
259	269	6.75	14619.49	11695.59
260	33	16.7	36169.70	28935.76
260	34	10.3	22308.26	17846.60
260	259	12	25990.20	20792.16
260	261	15	32487.75	25990.20
261	31	21	45482.85	36386.28
261	32	24	51980.40	41584.32
261	258	13.6	29455.56	23564.45
261	260	15	32487.75	25990.20
261	262	4	8663.40	6930.72
262	15	19	41151.15	32920.92
262	257	20.5	44399.93	35519.94
262	261	4	8663.40	6930.72
263	66	1	2165.85	1732.68
263	264	15	32487.75	25990.20
263	265	19.9	43100.42	34480.33
263	274	10.5	22741.43	18193.14
264	32	12	20214.60	16171.68
264	263	15	32487.75	25990.20
264	265	20.5	34533.28	27626.62
264	267	17.3	37469.21	29975.36
264	273	9.7	21008.75	16807.00
265	65	2	4331.70	3465.36
265	263	19.9	43100.42	34480.33
265	264	20.5	34533.28	27626.62
265	266	10	21658.50	17326.80
266	48	4	8663.40	6930.72
266	265	10	21658.50	17326.80
266	267	17.4	37685.79	30148.63
267	32	17.3	37469.21	29975.36
267	264	17.3	37469.21	29975.36
267	266	17.4	37685.79	30148.63
267	268	20.2	43750.17	35000.14
268	30	6.5	14078.03	11262.42
268	267	20.2	43750.17	35000.14
269	257	27.6	59777.46	47821.97
269	259	6.75	14619.49	11695.59
270	34	12	25990.20	20792.16
270	35	6	12995.10	10396.08
270	271	5.5	11912.18	9529.74
270	310	4.5	9746.33	7797.06
271	270	5.5	11912.18	9529.74
271	272	14.1	30538.49	24430.79
271	308	18	38985.30	31188.24
272	32	12.6	27289.71	21831.77
272	34	10	21658.50	17326.80
272	271	14.1	30538.49	24430.79
272	273	4.8	10396.08	8316.86
273	264	9.7	21008.75	16807.00
273	272	4.8	10396.08	8316.86
273	274	12.5	27073.13	21658.50
274	263	10.5	22741.43	18193.14
274	273	12.5	27073.13	21658.50
274	308	23.9	51763.82	41411.05
275	49	20.1	18261.86	14609.48
275	56	34.1	30981.56	24785.24
275	278	27	24530.85	19624.68
275	282	20	18171.00	14536.80
275	283	7	6359.85	5087.88
276	94	5	4542.75	3634.20
276	279	20	18171.00	14536.80
277	54	35	31799.25	25439.40
277	55	19.3	17535.02	14028.01
277	89	20.3	18443.57	14754.85
277	280	9	8176.95	6541.56
278	48	3	2725.65	2180.52
278	64	2	4331.70	3465.36
278	275	27	24530.85	19624.68
278	283	28	25439.40	20351.52
278	286	18.5	16808.18	13446.54
279	56	40	36342.00	29073.60
279	57	32	29073.60	23258.88
279	276	20	18171.00	14536.80
279	280	18	16353.90	13083.12
280	90	13	11811.15	9448.92
280	277	9	8176.95	6541.56
280	279	18	16353.90	13083.12
280	281	40	36342.00	29073.60
281	55	20	18171.00	14536.80
281	56	35	31799.25	25439.40
281	280	40	36342.00	29073.60
282	56	34	30890.70	24712.56
282	275	20	18171.00	14536.80
282	285	12	10902.60	8722.08
283	275	7	6359.85	5087.88
283	278	28	25439.40	20351.52
